,Valence,Dominance,Arousal,Frequency,Effect_Size,P_Value
maze,0.438,0.608,0.444,3.65,0.1871853255953283,0.3484408254366974
mead,0.667,0.337,0.441,3.43,1.1684190589139964,0.0096225156486093
meadow,0.622,0.13,0.382,3.6,0.3393026080581204,0.2433829619147198
meager,0.144,0.389,0.281,3.05,-0.3302378690515828,0.7472417242695317
meal,0.833,0.461,0.473,4.48,0.1878217479960718,0.3484502751326035
mean,0.44,0.467,0.62,5.53,-0.3130823233399948,0.736191583915799
meander,0.48,0.443,0.454,2.69,0.4325839617113426,0.1952061922390568
meandering,0.427,0.644,0.539,2.9,0.0983263792747154,0.423361940377238
meanie,0.388,0.42,0.404,2.47,0.0008079730995406,0.5002584380463172
meaning,0.663,0.395,0.625,4.87,-0.4967556096610411,0.8443228804233149
meaningful,0.77,0.5,0.802,4.14,0.3357873987290367,0.2506921756215088
meaningless,0.156,0.314,0.143,3.7,-0.4571166968600769,0.8196445421110503
meanness,0.102,0.694,0.368,2.47,-0.1064759864401656,0.5877271166229712
means,0.615,0.373,0.46,5.44,-0.4942588636885198,0.8385295873043039
meantime,0.432,0.222,0.3,4.04,-0.0244226370075268,0.5192900808515614
measles,0.092,0.635,0.422,3.33,0.48121453434469,0.1707665418732241
measurable,0.604,0.41,0.602,3.32,0.1843607563263326,0.3612900806562373
measure,0.51,0.375,0.365,4.65,-0.2668941164158086,0.7042739305000771
measured,0.542,0.265,0.578,4.25,0.0612837052393779,0.4489703395242836
measurement,0.622,0.418,0.491,4.05,0.3155656809429371,0.26370538414651
measuring,0.448,0.337,0.529,4.07,0.3328693301836231,0.255375040677664
meat,0.612,0.421,0.413,4.63,-0.053411913633324,0.5417055195075119
meatball,0.612,0.279,0.343,2.87,0.0896644018889896,0.4291243713587858
meathead,0.306,0.534,0.49,2.31,-1.277442242016882,0.994519990321535
meatloaf,0.625,0.389,0.375,2.84,0.9204219012242368,0.0333014201872392
mechanic,0.571,0.433,0.566,3.79,-1.1858934255119795,0.991404617882657
mechanical,0.479,0.569,0.564,4.33,-0.4881353338489986,0.831169078826571
mechanics,0.542,0.5,0.761,4.13,-1.0493273101068796,0.9819877193723778
mechanism,0.573,0.583,0.664,4.27,-0.1258411448302376,0.5974302646421538
med,0.375,0.429,0.606,3.88,0.5842361323625397,0.1228351138311436
medal,0.854,0.555,0.746,4.39,-0.5944244840943276,0.8869335046693416
medallion,0.75,0.51,0.71,3.1,0.0978478278600448,0.4263164612565908
medallist,0.796,0.821,0.897,3.08,-0.0660696724962394,0.5514364695090618
meddle,0.302,0.77,0.526,2.85,-0.1609440377084045,0.6231526685942974
meddling,0.245,0.6,0.461,3.3,0.1495516943099026,0.3799319326671377
media,0.5,0.33,0.464,5.3,-0.2695321076769567,0.7046183611672167
medial,0.458,0.34,0.429,3.21,-0.1425017642890901,0.6121618632967041
median,0.459,0.216,0.375,4.05,0.1457749984975155,0.3799073822358256
mediate,0.635,0.308,0.654,3.13,-0.500357488946689,0.8347697248260271
mediation,0.661,0.35,0.657,3.51,-0.1340383020197406,0.6026418234850396
mediator,0.592,0.438,0.58,3.29,-0.7219265645425242,0.9270745124328732
medic,0.5,0.472,0.585,3.42,-0.9522923735514182,0.9716344200677656
medical,0.583,0.373,0.616,5.16,0.1048988361114798,0.4186319162590894
medicate,0.417,0.375,0.546,2.48,0.1386048652242855,0.3911731880916771
medication,0.615,0.439,0.5,4.15,0.7106957318521309,0.0760705267345364
medicinal,0.667,0.417,0.614,3.53,-0.009145692643901,0.5020976577651542
medicine,0.708,0.318,0.679,4.73,0.1974660199927623,0.3457361688520004
medieval,0.56,0.408,0.455,4.05,-0.3116510167598909,0.7355667173477999
mediocre,0.188,0.481,0.149,3.52,-1.1035643394580397,0.9855492947088188
mediocrity,0.073,0.398,0.225,3.12,-0.8318654287616318,0.9531152285555158
meditate,0.812,0.146,0.564,3.26,-0.1697238229917443,0.6369141136725576
meditating,0.718,0.185,0.399,3.03,0.0035129003307192,0.5014140804873721
meditation,0.786,0.12,0.478,3.95,0.1500706908801326,0.3785836225717469
meditative,0.614,0.12,0.454,2.86,0.1734539427426176,0.3596599089791199
mediterranean,0.663,0.454,0.545,3.99,0.7650221387714267,0.063451994254741
medium,0.559,0.356,0.358,4.61,0.4399686368980942,0.1920657387470938
medley,0.487,0.352,0.4,3.28,0.3942439440691387,0.2142775028217285
meek,0.531,0.15,0.198,3.32,-0.6037015698550021,0.8895281826083663
meet,0.76,0.51,0.58,5.27,0.2908930560010847,0.2758836145162342
meeting,0.75,0.569,0.613,5.15,-0.1668938124499334,0.6378038019160168
mega,0.724,0.538,0.723,4.02,-0.0846471428713407,0.5619612889187025
meh,0.38,0.286,0.365,3.4,-0.0907161093638618,0.5769154116548996
melancholic,0.181,0.306,0.277,2.75,0.3856467751266462,0.2196173881890217
melancholy,0.188,0.26,0.237,3.39,0.0875969412501068,0.4300011255650605
melee,0.541,0.704,0.611,3.22,-1.0105787110863378,0.9791578890583644
mellow,0.633,0.069,0.265,3.32,-0.2553867237676296,0.6953364614583738
melodious,0.932,0.53,0.587,2.58,0.3698822309909076,0.2247783381208041
melodrama,0.378,0.83,0.446,3.05,0.8129313858480308,0.0525857508235187
melodramatic,0.235,0.692,0.368,2.94,0.9415216011273038,0.0278215019768602
melody,0.847,0.434,0.405,3.81,0.2638465098938851,0.2994267340311464
melon,0.461,0.231,0.271,3.32,0.6965798325114478,0.0776135440928071
melt,0.448,0.615,0.312,3.96,0.4341374859473895,0.1889300156706057
meltdown,0.629,0.657,0.602,3.55,0.1087809988959142,0.4058004338288413
melting,0.592,0.47,0.538,3.8,0.4480033987129408,0.1846064208400468
member,0.698,0.333,0.555,5.18,0.1040178301530423,0.4185641152795166
membership,0.698,0.411,0.778,4.47,0.2043297033360598,0.3401635720247871
membrane,0.406,0.43,0.418,3.82,0.9609234693903632,0.0291517638791897
memento,0.708,0.36,0.536,2.93,-0.5559355624426691,0.8599571549914395
memo,0.625,0.235,0.407,3.81,-0.4053221487450947,0.7911462935970635
memoir,0.75,0.242,0.553,3.77,0.6754529540623848,0.0867301119622511
memorabilia,0.78,0.412,0.491,3.31,-1.1580748794652818,0.990351255054814
memorable,0.939,0.51,0.769,3.97,-0.0343759017055513,0.5342431328047448
memorandum,0.6,0.5,0.639,3.47,-0.7422648677743212,0.9305489706171298
memorial,0.602,0.304,0.6,4.41,-0.5166097475831769,0.8542725885117499
memorials,0.771,0.333,0.679,3.24,-0.3026848013844831,0.7313165653660023
memories,0.963,0.487,0.51,4.5,0.1101704286764416,0.4047524227463396
memorize,0.52,0.451,0.716,3.22,-0.0937110244859301,0.5771677790170662
memory,0.792,0.378,0.573,4.81,-0.1305078837880063,0.6079185603806732
menace,0.125,0.894,0.759,3.54,-1.0385378725456844,0.9803554122360189
menacing,0.042,0.88,0.643,3.18,-0.7386705452928085,0.9330220775670292
menagerie,0.573,0.48,0.538,2.85,0.3998921958229027,0.2081800976521262
mend,0.542,0.436,0.602,3.33,-0.0215325028034342,0.5108733398350115
mending,0.5,0.633,0.657,2.92,-0.0852166521178991,0.5652137253572451
menial,0.49,0.42,0.352,2.84,-0.336886067472119,0.7513868306550628
meningitis,0.104,0.612,0.407,3.2,1.095078274034855,0.0136892218117347
meniscus,0.323,0.33,0.453,2.77,0.5019814274375561,0.1586340731032686
menopause,0.204,0.46,0.306,3.16,1.1171257529729388,0.0126771383160309
menses,0.163,0.686,0.331,2.19,1.3098318438508345,0.0043425658285689
menstrual,0.408,0.519,0.435,3.22,1.22025621346444,0.0079967507608139
mental,0.49,0.49,0.585,4.83,-0.2152808656121108,0.6662144865518506
mentality,0.711,0.415,0.726,3.76,-0.9741341449252934,0.9738550155596224
menthol,0.49,0.292,0.433,2.77,0.0161616480447304,0.4879883151136389
mention,0.562,0.365,0.562,4.73,-0.4816654743628056,0.8294861688269553
mentor,0.719,0.455,0.777,3.93,-0.8322538834782091,0.950869259853682
menu,0.633,0.333,0.385,4.26,-0.038162797040297,0.5311721945055226
meow,0.51,0.51,0.412,3.29,0.7451007324785364,0.0680275079058481
mercantile,0.48,0.49,0.713,3.21,-1.27604413664169,0.9947532978956872
mercenary,0.245,0.837,0.673,3.26,-1.5028415739650618,0.9986224201314936
merchandise,0.594,0.46,0.621,3.93,-0.6307681463453203,0.8984326040352552
merchant,0.675,0.5,0.62,4.08,-1.2220688987532242,0.9936403890074196
merciful,0.854,0.346,0.5,3.27,-0.987907548980162,0.9741304895146274
merciless,0.062,0.88,0.634,3.04,-0.4297728685914389,0.8034221815098266
mercurial,0.49,0.546,0.518,2.82,-1.4368293579270377,0.9981076851769514
mercury,0.337,0.312,0.475,4.02,0.6146586977912831,0.1091523027899246
mercy,0.719,0.229,0.5,4.25,-0.7735052141692573,0.9385888155542
mere,0.396,0.221,0.176,4.13,-0.8553035384058975,0.954025696186804
merengue,0.688,0.519,0.442,2.18,0.2232542943100847,0.3231212456536472
merge,0.76,0.48,0.733,3.75,-0.2495753057574539,0.6906011938897751
merger,0.592,0.49,0.642,3.97,-0.3345846406709815,0.7451205675046371
meridian,0.51,0.324,0.558,3.38,-0.2200773059645127,0.6651198841047311
meridional,0.365,0.29,0.6,1.93,1.3656764764997755,0.0034000274937626
meringue,0.625,0.58,0.411,2.79,1.2388199043434764,0.0067170339684715
merit,0.854,0.5,0.722,4.08,-0.8840453044394101,0.9626051869299086
meritorious,0.781,0.618,0.855,2.98,-0.8907706229268828,0.9617163230259972
mermaid,0.765,0.623,0.452,3.47,1.3775167146752565,0.0030349578428425
merriment,0.948,0.721,0.632,2.51,0.0797700332596902,0.437258636233333
merry,0.979,0.731,0.764,3.83,-0.1499226590229567,0.6173817061623539
mesa,0.604,0.191,0.319,3.5,-0.1057541990467116,0.5785244628314684
mescaline,0.49,0.58,0.415,2.33,-1.072458325582277,0.9851900306391114
mesh,0.429,0.235,0.371,3.75,0.6106433400432492,0.1118208582695715
meshes,0.44,0.363,0.362,2.69,0.5347231429207858,0.1390231918365477
mesmerized,0.52,0.552,0.421,2.76,0.7012150465451872,0.0801003442550913
mess,0.143,0.843,0.273,4.57,-0.1324986151870573,0.6065588173902365
message,0.65,0.391,0.415,5.0,-0.7070552825377985,0.922087337268176
messenger,0.694,0.434,0.5,3.95,-0.9965822639001216,0.9772381243766206
messiah,0.781,0.634,0.8,3.55,-1.6553789855739824,0.9995197263227548
messy,0.26,0.635,0.14,3.87,1.0412329717220528,0.0168980997464105
metabolic,0.408,0.531,0.559,3.62,0.2829266182181484,0.2889592684794817
metabolism,0.698,0.509,0.555,3.78,0.6051251447908265,0.1119911194704521
metal,0.551,0.429,0.547,4.82,-0.6617834444304487,0.9075996487767906
metallic,0.615,0.33,0.607,3.82,1.0147061707220315,0.020046887454818
metallurgy,0.396,0.509,0.587,2.94,-0.789671112890849,0.9436209467090412
metamorphosis,0.541,0.571,0.613,3.03,0.365521681692158,0.2308693288253271
metaphor,0.562,0.28,0.47,3.73,-0.3007547295332835,0.7217432696621277
metaphorical,0.5,0.412,0.48,3.1,-0.2142285880891671,0.6616973183038208
metaphysical,0.63,0.573,0.686,3.22,-0.1217573714733288,0.5938069879854455
metaphysics,0.561,0.396,0.588,3.08,-0.5340990481100842,0.8563085869240827
metastasis,0.177,0.646,0.452,2.87,0.8645624238205339,0.0410900201053248
meteor,0.398,0.714,0.737,3.55,-0.1354420017693957,0.6037153634354409
meteoric,0.59,0.802,0.684,2.7,-0.7491995645338246,0.9330490538672612
meteorite,0.385,0.794,0.75,3.2,-0.3589271631643984,0.7666106868043575
meteorological,0.635,0.557,0.556,3.39,0.3525835136396364,0.2464886002904908
meteorology,0.63,0.418,0.689,3.22,-0.0581800264507297,0.5484348414648683
meter,0.438,0.3,0.463,4.09,-0.2216297977851076,0.6687539875374773
meth,0.354,0.564,0.34,3.62,-0.2450876598020031,0.6910371586272233
methadone,0.24,0.54,0.453,2.98,0.8098176565235531,0.053199080544887
methane,0.29,0.46,0.569,3.54,-0.228560698369499,0.6741354771739972
methanol,0.292,0.5,0.57,2.98,-0.625730841036362,0.8965470988361757
method,0.64,0.275,0.698,4.8,-0.3819918934075583,0.7734990864512892
methodical,0.663,0.36,0.745,3.02,-0.7379163022478743,0.9281951763381652
methodology,0.664,0.327,0.745,3.82,-0.2008776440345042,0.6595625686169708
meticulous,0.555,0.48,0.555,3.24,0.0473587498665286,0.4641395129604536
metric,0.519,0.248,0.573,3.88,-0.4747172993151824,0.8271715861718607
metrical,0.521,0.375,0.482,2.43,0.2482654787495574,0.3114064489031006
metrology,0.531,0.432,0.439,2.5,0.3880758613283849,0.2186576314665207
metropolis,0.656,0.625,0.779,3.57,-0.2895653868286449,0.7204516782063373
metropolitan,0.387,0.408,0.723,4.18,0.0101369808177022,0.4905554680551107
mettle,0.667,0.529,0.75,2.72,-0.6176581446323111,0.8931219449904731
mew,0.418,0.481,0.38,3.0,1.0164071453886503,0.0214353974416567
mezzanine,0.479,0.427,0.404,2.81,1.084620028172516,0.0146108390728133
mica,0.531,0.25,0.314,2.99,0.4884420633629711,0.1653657448565368
mick,0.449,0.451,0.382,3.83,-1.1784422176488372,0.9910914507801069
micro,0.5,0.27,0.25,4.08,0.5308359300190509,0.1436872220536313
microbe,0.255,0.45,0.34,2.63,0.1399145614765165,0.3938811624797909
microbiology,0.571,0.378,0.56,3.25,0.3384194356680536,0.2515140057958245
microchip,0.551,0.358,0.432,2.87,0.3323222996114285,0.2587478770700687
microcosm,0.5,0.5,0.52,2.8,-0.0794263877334354,0.5635836376472997
microfilm,0.469,0.352,0.412,2.71,0.1940592068225972,0.3536812027539475
microgram,0.448,0.286,0.355,1.78,1.0426139024691603,0.0186874255093032
micrometer,0.573,0.358,0.394,2.32,-0.6443188775581308,0.9011005863368472
micron,0.375,0.291,0.315,2.85,-0.6010954837230207,0.8857972722487024
microphone,0.551,0.431,0.462,3.72,-0.4110658995520316,0.8002961333370887
microscope,0.531,0.33,0.464,3.5,-0.5549740658026517,0.8690386255930633
microscopic,0.36,0.327,0.433,3.37,-0.0560371257475285,0.5474294854966832
microscopically,0.623,0.37,0.412,2.22,0.5713796482876629,0.1245568003704118
microscopy,0.5,0.339,0.455,3.26,-0.3382358998714019,0.7567204619476794
microwave,0.542,0.497,0.443,3.8,0.6045601293869521,0.113618911097868
mid,0.5,0.315,0.356,4.82,-0.7276299842057592,0.9242365435542514
midair,0.633,0.413,0.455,2.7,-0.0471365864265714,0.5384281250692884
midday,0.658,0.25,0.403,3.37,-0.274211628085717,0.710768508297128
middle,0.458,0.157,0.3,5.18,-0.2620948690132981,0.7019717900076199
middleman,0.5,0.404,0.452,2.86,-0.9687516500917244,0.9743513907143956
middleweight,0.51,0.302,0.428,3.03,-1.5744288746452346,0.9991369399505392
midget,0.396,0.295,0.254,3.27,0.2121806166317129,0.3347116642104226
midland,0.521,0.402,0.456,3.42,-0.0747015619522574,0.5531396574117606
midlife,0.594,0.244,0.473,2.81,0.7743262275672419,0.0620485054519593
midline,0.332,0.224,0.33,2.63,0.4032517309327937,0.2080101583290881
midnight,0.562,0.47,0.545,4.31,0.0921033231598117,0.4223174676475495
midshipman,0.469,0.615,0.785,2.58,-0.8447025471691126,0.9544942539348686
midst,0.324,0.275,0.296,3.89,-0.2917874101079803,0.7221057186697941
midsummer,0.781,0.48,0.492,3.11,0.3351781033285123,0.2580579845861458
midterm,0.427,0.337,0.425,3.31,0.1610823561672698,0.3765593109254536
midtown,0.479,0.442,0.538,3.31,0.1479730763479068,0.3898717212981902
midway,0.459,0.316,0.304,3.69,-0.7141785924039239,0.9229623224482274
midwife,0.531,0.57,0.453,3.27,1.609160024761448,0.0007479997047482
midwifery,0.51,0.57,0.459,2.93,1.5881262387384716,0.0007972796349089
mien,0.5,0.352,0.447,2.31,-0.3486100772248659,0.7604010761527249
miffed,0.204,0.726,0.429,2.58,0.5327644526564455,0.149921957554216
mighty,0.855,0.837,0.936,4.1,-1.278686881900311,0.9947814990521782
mignon,0.551,0.44,0.423,2.66,-0.1420917675834453,0.6152652956311895
migraine,0.135,0.783,0.318,3.33,1.1767814927409217,0.0092542095161739
migrate,0.415,0.58,0.454,3.43,0.1840200248354597,0.3501015321684484
migration,0.492,0.731,0.566,4.14,-0.1857447925227485,0.6475607304445773
migratory,0.448,0.521,0.491,3.21,-0.1521501808709958,0.6219836560430945
mike,0.542,0.365,0.423,4.8,-1.0921803578993148,0.9851535016243028
mil,0.534,0.388,0.347,3.74,-1.6059245161170208,0.9993340719644412
mild,0.635,0.198,0.216,4.11,0.0014559838048218,0.4990591928539857
mildew,0.344,0.25,0.241,2.86,-0.1147293776970779,0.5961891916023248
mildness,0.827,0.226,0.311,1.76,-0.5445982992003051,0.8552124906728914
mile,0.521,0.417,0.456,4.59,-0.5737171742720572,0.880044437069541
mileage,0.51,0.458,0.562,3.64,0.0022779403103364,0.4949921597492608
milestone,0.719,0.373,0.558,3.71,-0.2426322691194222,0.6847313404410081
militant,0.418,0.667,0.75,3.62,-1.0464642593460831,0.9830287326751258
militants,0.26,0.673,0.652,3.56,-0.9252069193588834,0.9674209125646396
military,0.396,0.71,0.875,5.2,-1.1552075411710467,0.9894448188590856
militia,0.396,0.729,0.769,3.88,-1.6026825692659905,0.9993957420165364
milk,0.817,0.27,0.327,4.66,1.2494374112422482,0.0065266832815527
milkman,0.75,0.38,0.304,2.53,-0.820062491956629,0.9501532588494932
milkshake,0.796,0.521,0.33,3.03,0.1962950026064597,0.3490321036148616
milky,0.517,0.283,0.311,3.5,1.319381210247442,0.0049186604937311
mill,0.531,0.382,0.347,4.38,-0.9376241544286876,0.9697156578208104
millennium,0.573,0.398,0.76,3.7,-0.9892791830228216,0.976135044994404
milligram,0.429,0.217,0.302,2.45,0.3266908762042716,0.2566710440855029
millimeter,0.427,0.177,0.36,3.13,-0.1599089263001928,0.6258964245912033
million,0.776,0.647,0.812,5.33,-0.6586646575450951,0.9079763033710808
millionaire,0.917,0.755,0.85,3.73,-0.6983907639297734,0.9168696749457096
millionth,0.635,0.528,0.611,2.82,-0.1077510053244043,0.5843047042563474
millstone,0.51,0.433,0.492,2.63,-0.5960578893476021,0.880939917371548
mime,0.455,0.235,0.302,3.06,-0.4687758098470042,0.8236051399204096
mimic,0.557,0.587,0.391,3.49,0.4749849990941568,0.1717626826510094
mimicking,0.316,0.433,0.364,3.07,0.6726578970212976,0.087758641456849
mimicry,0.42,0.337,0.472,2.63,0.2104023756485555,0.3391636334963293
mince,0.417,0.529,0.378,3.02,-0.3992888550649108,0.7887989052477409
mincemeat,0.396,0.435,0.358,2.25,-0.0099304064598604,0.5096148336875517
mind,0.65,0.388,0.627,5.41,-0.4134369440668832,0.7932202574075677
minded,0.656,0.394,0.627,4.15,-0.0653289710511035,0.5523324685054749
mindful,0.765,0.45,0.725,3.49,0.0798476856421743,0.4362876318687507
mindfulness,0.729,0.635,0.745,3.41,0.5783028800563135,0.1255300687981371
mindless,0.184,0.333,0.153,3.22,-0.3665869932364449,0.768001378646893
mine,0.688,0.418,0.578,5.04,0.2459795350155221,0.3201746217620278
minefield,0.188,0.839,0.684,2.92,0.5586045078374693,0.1325924059162595
miner,0.408,0.594,0.644,3.58,-0.8059080648018792,0.9464931919116886
mineral,0.519,0.287,0.605,4.03,0.7926122712941759,0.0531549151270956
mineralogy,0.551,0.408,0.545,2.75,0.16793334684425,0.3639002336915726
mingle,0.561,0.48,0.434,3.21,0.5645260547642793,0.1285223655925034
mingled,0.521,0.392,0.357,2.87,0.4602211673728124,0.1769914497869402
mini,0.421,0.324,0.221,4.44,0.7745119081824711,0.0599680387024118
miniature,0.429,0.292,0.204,3.72,0.3166817779674571,0.2663291954883633
minibus,0.439,0.39,0.428,2.75,-0.6256756994910538,0.8900628552222328
minim,0.518,0.208,0.138,1.99,0.6528465516717289,0.0974308298294912
minimal,0.448,0.147,0.206,4.11,0.0792670758941499,0.4397065452151337
minimize,0.36,0.236,0.311,3.8,-0.0032421736491506,0.5018011583403583
minimized,0.458,0.137,0.208,3.05,0.1925279267833712,0.350343395925386
minimum,0.38,0.198,0.194,4.69,-0.1922793672749893,0.654170977369046
mining,0.633,0.598,0.554,4.56,-0.7467305928300354,0.931431117805608
minion,0.49,0.43,0.167,3.05,-0.9451588034145788,0.9720352815942483
minister,0.547,0.441,0.892,5.04,-0.8551093684362223,0.954567124847891
ministerial,0.571,0.519,0.66,3.55,-0.6833152351510093,0.9142268355466502
ministry,0.51,0.346,0.717,4.63,-0.6704348762032741,0.9077411820714716
minivan,0.592,0.356,0.452,3.06,0.7774450979602806,0.0583489408433653
mink,0.56,0.515,0.43,3.15,1.017593736214778,0.0206111192447822
minnow,0.541,0.367,0.364,2.62,-0.8043155264951981,0.9484066240574796
minor,0.25,0.235,0.175,4.62,-1.0891959309498622,0.9847954564305866
minority,0.31,0.332,0.211,4.41,-0.1389419552620497,0.6144036903417118
minstrel,0.458,0.541,0.397,2.79,-1.2938480505963736,0.9951799552392028
mint,0.688,0.221,0.345,3.92,0.2482762211052043,0.3046904806196946
minty,0.635,0.292,0.361,2.69,0.7600925489512205,0.0651101266333371
minuscule,0.396,0.286,0.214,2.99,0.4372828629773375,0.1908975846224352
minute,0.582,0.279,0.356,4.98,-0.2377725998918514,0.6848040464952977
minutiae,0.323,0.257,0.316,2.65,0.0633690144234133,0.4516524816995164
minx,0.448,0.519,0.404,2.49,1.5450773398929736,0.0010336012797161
mir,0.417,0.339,0.355,3.38,-1.1593870443314502,0.9893573503436118
miracle,0.917,0.607,0.806,4.13,-0.4808754101243447,0.8343571273301209
miracles,0.922,0.735,0.692,3.76,-0.8130859287304318,0.9466729844429626
miraculous,0.875,0.706,0.812,3.43,-0.4142380916974068,0.8058048120782271
mirage,0.546,0.487,0.562,3.29,-0.0518356145692842,0.545598084499527
mire,0.344,0.376,0.298,2.74,-0.6794989990877386,0.912358554041255
mirror,0.677,0.31,0.438,4.47,0.6588466007717816,0.0920172797739571
mirth,0.888,0.64,0.608,2.62,-0.1344364841626619,0.6087452500902764
misappropriation,0.097,0.831,0.5,2.6,-0.1597486675723218,0.631256636016425
